order_id,customer_id,order_date,channel,status
101355,257,2023-04-20,Marketplace,Returned
101356,840,2025-11-06,Web,Completed
101357,599,2024-09-19,Marketplace,Returned
101358,566,2023-10-10,Web,Completed
101359,533,2024-07-03,Marketplace,Completed
101360,874,2024-12-27,Mobile App,Completed
101361,747,2024-08-25,Web,Completed
101362,1976,2024-04-29,Mobile App,Cancelled
101363,1397,2025-04-15,Web,Completed
101364,1545,2025-06-23,Mobile App,Cancelled
101365,762,2025-05-07,Mobile App,Completed
101366,1770,2025-08-10,Web,Completed
101367,1218,2025-02-16,Web,Completed
101368,1614,2024-06-15,Web,Returned
101369,1683,2025-09-11,Web,Completed
101370,1279,2024-09-02,Web,Completed
101371,1229,2025-12-31,Web,Completed
101372,708,2024-02-02,Web,Returned
101373,1286,2025-03-02,Web,Completed
101374,1969,2024-02-14,Web,Completed
101375,440,2025-11-16,Web,Completed
101376,562,2024-04-12,Web,Completed
101377,1741,2024-07-17,Mobile App,Cancelled
101378,371,2025-04-21,Web,Completed
101379,241,2024-03-09,Mobile App,Completed
101380,1058,2025-10-21,Web,Returned
101381,1773,2025-05-01,Mobile App,Completed
101382,1142,2023-01-22,Web,Completed
101383,1057,2025-03-02,Web,Completed
101384,752,2025-07-12,Mobile App,Completed
101385,717,2024-03-01,Mobile App,Completed
101386,1498,2024-09-18,Mobile App,Completed
101387,415,2024-04-19,Mobile App,Cancelled
101388,1895,2025-01-18,Web,Returned
101389,1247,2024-04-06,Mobile App,Completed
101390,978,2025-10-24,Mobile App,Cancelled
101391,999,2024-07-31,Web,Cancelled
101392,1323,2023-08-16,Marketplace,Completed
101393,1998,2025-12-25,Marketplace,Completed
101394,328,2023-07-27,Web,Completed
101395,1595,2025-09-22,Web,Returned
101396,1221,2025-07-16,Web,Completed
101397,1512,2024-12-19,Web,Completed
101398,909,2024-09-05,Mobile App,Completed
101399,1909,2024-11-19,Web,Completed
101400,1528,2023-09-22,Mobile App,Completed
101401,1767,2023-07-14,Mobile App,Completed
101402,853,2023-05-17,Marketplace,Completed
101403,1100,2025-07-24,Mobile App,Completed
101404,908,2024-07-03,Web,Returned
101405,316,2024-05-31,Web,Cancelled
101406,1847,2025-11-25,Mobile App,Completed
101407,50,2024-08-19,Web,Completed
101408,1639,2025-12-12,Web,Completed
101409,1995,2024-02-29,Web,Completed
101410,435,2023-06-12,Web,Completed
101411,1567,2024-03-19,Web,Returned
101412,1994,2024-05-12,Web,Completed
101413,639,2025-09-19,Web,Completed
101414,30,2024-05-05,Marketplace,Cancelled
101415,934,2023-05-17,Mobile App,Completed
101416,131,2025-01-28,Mobile App,Completed
101417,1662,2025-11-14,Web,Completed
101418,1869,2024-04-08,Mobile App,Returned
101419,475,2024-11-12,Marketplace,Cancelled
101420,1376,2023-11-25,Web,Completed
101421,686,2023-10-23,Mobile App,Completed
101422,433,2024-05-14,Web,Completed
101423,529,2025-02-05,Web,Completed
101424,1892,2023-05-06,Mobile App,Completed
101425,555,2024-06-20,Mobile App,Completed
101426,1570,2024-09-14,Mobile App,Completed
101427,1351,2024-08-03,Marketplace,Completed
101428,1236,2025-05-31,Web,Completed
101429,501,2023-03-14,Mobile App,Completed
101430,373,2025-10-20,Marketplace,Cancelled
101431,1134,2023-01-22,Web,Completed
101432,626,2023-04-04,Mobile App,Completed
101433,1785,2023-11-17,Mobile App,Completed
101434,291,2023-06-23,Web,Completed
101435,230,2023-05-13,Mobile App,Cancelled
101436,663,2024-08-01,Mobile App,Completed
101437,722,2025-04-27,Mobile App,Cancelled
101438,348,2024-09-11,Web,Completed
101439,1286,2025-08-20,Web,Completed
101440,1108,2023-06-05,Web,Completed
101441,1163,2023-05-02,Web,Completed
101442,693,2023-10-14,Mobile App,Completed
101443,155,2024-06-12,Web,Completed
101444,128,2025-11-26,Web,Completed
101445,206,2024-12-03,Web,Returned
101446,1074,2023-06-18,Mobile App,Completed
101447,1009,2024-11-20,Web,Completed
101448,283,2025-04-30,Web,Completed
101449,894,2024-03-24,Web,Returned
101450,869,2025-10-15,Web,Returned
101451,957,2023-01-01,Web,Completed
101452,714,2025-05-29,Web,Completed
101453,652,2024-07-26,Web,Completed
101454,980,2024-03-05,Web,Returned
101455,1337,2024-10-11,Web,Completed
101456,1539,2025-02-19,Web,Completed
101457,1998,2025-03-18,Web,Completed
101458,1182,2024-10-10,Mobile App,Completed
101459,1050,2024-10-11,Mobile App,Completed
101460,1405,2024-06-19,Web,Completed
101461,1743,2025-12-03,Mobile App,Returned
101462,1943,2023-07-22,Marketplace,Cancelled
101463,716,2023-03-14,Web,Completed
101464,744,2025-04-26,Web,Completed
101465,976,2025-02-10,Mobile App,Completed
101466,1945,2023-09-02,Mobile App,Completed
101467,1976,2025-09-22,Mobile App,Cancelled
101468,601,2023-11-07,Web,Returned
101469,295,2023-01-25,Mobile App,Completed
101470,511,2025-07-29,Web,Completed
101471,295,2025-09-03,Web,Completed
101472,1965,2024-04-14,Marketplace,Completed
101473,1479,2024-07-16,Mobile App,Completed
101474,397,2024-10-14,Mobile App,Cancelled
101475,1876,2025-09-04,Web,Cancelled
101476,1320,2023-01-01,Web,Cancelled
101477,409,2025-02-08,Web,Completed
101478,685,2024-01-31,Marketplace,Completed
101479,1796,2023-12-02,Web,Completed
101480,250,2024-08-31,Web,Completed
101481,1695,2024-02-23,Mobile App,Completed
101482,875,2023-08-18,Mobile App,Completed
101483,1482,2025-11-04,Marketplace,Completed
101484,1648,2023-01-22,Mobile App,Completed
101485,1311,2025-03-01,Web,Completed
101486,43,2025-03-05,Mobile App,Completed
101487,1979,2024-08-31,Web,Completed
101488,1900,2023-02-07,Web,Returned
101489,1054,2025-10-29,Marketplace,Completed
101490,482,2023-01-19,Web,Completed
101491,1067,2023-11-12,Web,Completed
101492,1434,2023-04-28,Web,Completed
101493,227,2023-11-23,Web,Completed
101494,1419,2024-09-28,Mobile App,Completed
101495,188,2024-07-28,Mobile App,Completed
101496,1319,2024-09-04,Mobile App,Completed
101497,1802,2025-01-05,Mobile App,Completed
101498,868,2024-04-14,Mobile App,Completed
101499,1116,2023-05-12,Marketplace,Completed
101500,1664,2023-11-15,Marketplace,Completed
101501,283,2024-04-10,Web,Completed
101502,1840,2024-08-22,Web,Completed
101503,855,2025-12-29,Mobile App,Completed
101504,701,2025-10-04,Marketplace,Returned
101505,594,2024-10-05,Web,Cancelled
101506,1049,2025-07-16,Web,Returned
101507,144,2025-01-30,Mobile App,Returned
101508,69,2025-03-21,Web,Completed
101509,285,2023-05-08,Web,Completed
101510,1238,2024-09-17,Mobile App,Cancelled
101511,955,2024-01-03,Marketplace,Completed
101512,13,2025-10-24,Mobile App,Returned
101513,1270,2024-08-12,Web,Returned
101514,984,2025-01-03,Web,Completed
101515,173,2025-04-04,Web,Completed
101516,435,2025-05-17,Marketplace,Returned
101517,1643,2025-03-30,Web,Completed
101518,1968,2023-05-06,Mobile App,Completed
101519,1758,2023-03-19,Mobile App,Completed
101520,1414,2025-11-16,Web,Returned
101521,1209,2023-06-11,Mobile App,Returned
101522,696,2024-10-26,Web,Completed
101523,347,2025-01-03,Web,Returned
101524,1266,2025-08-21,Web,Completed
101525,593,2025-11-06,Mobile App,Completed
101526,252,2024-06-27,Mobile App,Returned
101527,1204,2023-11-25,Mobile App,Completed
101528,952,2024-06-19,Web,Completed
101529,1768,2024-04-17,Web,Completed
101530,1653,2023-03-20,Mobile App,Completed
101531,363,2023-07-25,Mobile App,Cancelled
101532,1967,2024-10-05,Web,Completed
101533,1664,2024-05-26,Mobile App,Completed
101534,552,2024-06-28,Marketplace,Completed
101535,19,2024-01-22,Web,Completed
101536,728,2024-07-18,Web,Completed
101537,1750,2025-11-20,Web,Completed
101538,1533,2024-12-20,Marketplace,Completed
101539,358,2024-06-05,Web,Completed
101540,1770,2023-02-09,Marketplace,Cancelled
101541,281,2023-08-23,Web,Completed
101542,352,2024-06-10,Web,Completed
101543,1787,2023-06-08,Mobile App,Completed
101544,689,2025-10-15,Mobile App,Completed
101545,73,2023-06-23,Web,Cancelled
101546,1731,2023-09-22,Web,Completed
101547,345,2024-03-08,Web,Completed
101548,626,2025-04-27,Web,Completed
101549,1543,2024-02-26,Web,Completed
101550,1826,2024-08-12,Mobile App,Completed
101551,1510,2025-07-04,Mobile App,Completed
101552,771,2025-05-10,Web,Completed
101553,730,2024-04-28,Mobile App,Completed
101554,1872,2023-12-09,Mobile App,Returned
101555,1080,2025-11-30,Web,Cancelled
101556,1325,2025-01-25,Mobile App,Cancelled
101557,726,2025-01-02,Marketplace,Completed
101558,297,2024-01-16,Web,Completed
101559,1300,2024-12-26,Mobile App,Completed
101560,623,2025-01-29,Marketplace,Completed
101561,400,2025-05-03,Mobile App,Completed
101562,1102,2025-03-13,Web,Returned
101563,304,2023-12-11,Mobile App,Completed
101564,1364,2023-09-08,Mobile App,Completed
101565,538,2025-03-25,Web,Returned
101566,955,2024-04-10,Marketplace,Cancelled
101567,936,2025-10-17,Web,Completed
101568,1610,2024-03-27,Mobile App,Completed
101569,850,2023-10-26,Mobile App,Completed
101570,1154,2025-09-19,Mobile App,Completed
101571,583,2025-05-18,Web,Cancelled
101572,235,2025-07-21,Marketplace,Completed
101573,1289,2024-09-28,Mobile App,Completed
101574,1577,2024-09-19,Mobile App,Completed
101575,1396,2024-01-05,Marketplace,Completed
101576,219,2023-01-02,Mobile App,Returned
101577,93,2025-11-19,Mobile App,Completed
101578,358,2023-10-09,Web,Completed
101579,1338,2023-02-10,Mobile App,Completed
101580,905,2024-10-23,Mobile App,Completed
101581,1412,2024-06-30,Mobile App,Completed
101582,539,2023-03-11,Marketplace,Completed
101583,1444,2025-08-17,Mobile App,Completed
101584,694,2023-03-31,Mobile App,Completed
101585,404,2023-01-20,Mobile App,Completed
101586,1973,2024-04-14,Mobile App,Cancelled
101587,1649,2025-07-07,Mobile App,Completed
101588,1062,2024-07-05,Web,Returned
101589,315,2023-09-24,Web,Completed
101590,559,2025-10-11,Web,Completed
101591,268,2023-07-01,Marketplace,Returned
101592,1926,2023-06-27,Web,Completed
101593,1647,2024-06-29,Marketplace,Completed
101594,385,2025-04-03,Web,Returned
101595,868,2023-01-30,Web,Completed
101596,1040,2024-09-09,Marketplace,Completed
101597,1744,2025-03-31,Mobile App,Completed
101598,1760,2025-02-02,Mobile App,Completed
101599,1438,2024-02-06,Web,Completed
101600,1202,2023-06-12,Mobile App,Completed
101601,1556,2025-12-24,Mobile App,Completed
101602,367,2023-12-22,Web,Completed
101603,1282,2023-12-31,Marketplace,Completed
101604,98,2025-08-13,Marketplace,Completed
101605,355,2024-08-26,Marketplace,Completed
101606,48,2025-06-08,Web,Completed
101607,103,2024-10-03,Mobile App,Completed
101608,1253,2025-07-16,Marketplace,Completed
101609,1721,2024-09-07,Web,Cancelled
101610,158,2024-02-17,Web,Cancelled
101611,1252,2023-01-18,Mobile App,Completed
101612,912,2023-09-13,Mobile App,Returned
101613,1555,2023-03-20,Web,Completed
101614,284,2023-11-18,Mobile App,Completed
101615,1066,2024-10-11,Mobile App,Completed
101616,1790,2023-05-14,Web,Completed
101617,827,2025-10-29,Marketplace,Completed
101618,535,2023-05-17,Web,Completed
101619,1520,2024-06-09,Mobile App,Completed
101620,379,2024-05-02,Web,Completed
101621,1977,2023-06-22,Web,Completed
101622,1973,2024-06-04,Web,Cancelled
101623,1311,2024-01-07,Web,Cancelled
101624,1583,2023-01-09,Web,Returned
101625,722,2024-07-02,Web,Completed
101626,1119,2024-11-24,Web,Completed
101627,647,2024-05-10,Mobile App,Completed
101628,1726,2023-07-02,Mobile App,Returned
101629,1154,2024-12-27,Mobile App,Completed
101630,462,2024-08-15,Web,Completed
101631,1222,2025-09-30,Marketplace,Completed
101632,24,2024-11-03,Mobile App,Completed
101633,1081,2024-09-14,Mobile App,Cancelled
101634,1361,2024-01-15,Web,Completed
101635,1671,2024-07-09,Mobile App,Completed
101636,1122,2025-08-17,Mobile App,Completed
101637,1379,2024-01-08,Marketplace,Completed
101638,838,2023-05-22,Web,Completed
101639,214,2024-02-22,Web,Completed
101640,1875,2024-09-05,Web,Completed
101641,579,2024-09-12,Mobile App,Completed
101642,1079,2024-12-27,Mobile App,Completed
101643,1290,2024-10-23,Mobile App,Completed
101644,81,2024-10-22,Web,Completed
101645,1094,2024-07-29,Mobile App,Completed
101646,1880,2024-10-07,Web,Returned
101647,478,2025-05-16,Marketplace,Completed
101648,1239,2025-10-16,Mobile App,Completed
101649,1147,2024-05-18,Mobile App,Completed
101650,484,2025-12-02,Web,Returned
101651,68,2025-04-08,Mobile App,Completed
101652,1848,2024-05-02,Web,Completed
101653,954,2024-07-19,Mobile App,Cancelled
101654,186,2024-06-02,Web,Completed
101655,755,2025-03-06,Web,Cancelled
101656,260,2024-06-19,Web,Completed
101657,512,2024-05-13,Web,Completed
101658,1048,2025-08-02,Mobile App,Completed
101659,1018,2023-05-15,Marketplace,Completed
101660,390,2025-09-12,Mobile App,Completed
101661,1574,2025-09-10,Web,Completed
101662,584,2024-09-27,Web,Returned
101663,1030,2023-01-05,Mobile App,Completed
101664,230,2025-10-15,Web,Completed
101665,339,2025-01-07,Mobile App,Completed
101666,403,2023-06-23,Mobile App,Completed
101667,854,2025-08-08,Mobile App,Completed
101668,571,2023-01-08,Web,Cancelled
101669,445,2023-05-18,Mobile App,Returned
101670,1820,2024-09-25,Web,Completed
101671,1505,2024-12-22,Marketplace,Completed
101672,1874,2025-11-28,Marketplace,Completed
101673,180,2025-02-28,Web,Completed
101674,37,2023-05-21,Web,Returned
101675,1940,2023-12-18,Web,Completed
101676,1152,2024-07-03,Marketplace,Completed
101677,1466,2024-01-12,Mobile App,Cancelled
101678,544,2024-12-09,Web,Completed
101679,626,2025-07-18,Marketplace,Completed
101680,1898,2025-12-03,Marketplace,Cancelled
101681,270,2025-01-15,Mobile App,Completed
101682,1371,2023-02-10,Mobile App,Returned
101683,38,2024-09-14,Mobile App,Completed
101684,140,2023-10-12,Marketplace,Completed
101685,1813,2024-04-19,Marketplace,Returned
101686,217,2025-10-19,Mobile App,Completed
101687,1173,2025-07-24,Web,Returned
101688,1374,2025-03-06,Mobile App,Cancelled
101689,1109,2024-01-31,Web,Completed
101690,1729,2025-09-02,Mobile App,Completed
101691,793,2024-03-04,Mobile App,Cancelled
101692,1432,2024-10-23,Web,Completed
101693,1041,2025-07-11,Mobile App,Completed
101694,125,2024-10-31,Mobile App,Completed
101695,1951,2024-04-16,Web,Completed
101696,878,2025-04-25,Web,Completed
101697,658,2024-04-03,Mobile App,Completed
101698,336,2024-06-29,Mobile App,Completed
101699,1477,2024-11-06,Web,Completed
101700,1137,2024-09-20,Web,Completed
101701,1987,2023-01-08,Web,Completed
101702,110,2024-04-17,Marketplace,Completed
101703,1523,2025-03-04,Mobile App,Completed
101704,479,2025-11-04,Mobile App,Completed
101705,1705,2025-08-29,Marketplace,Completed
101706,468,2024-05-31,Marketplace,Completed
101707,757,2023-07-18,Mobile App,Cancelled
101708,1678,2024-01-06,Mobile App,Returned
101709,1082,2023-10-22,Mobile App,Completed
101710,1220,2023-05-26,Web,Completed
101711,1167,2025-07-05,Marketplace,Cancelled
101712,1202,2025-06-26,Mobile App,Completed
101713,232,2023-04-02,Web,Cancelled
101714,1224,2023-05-25,Mobile App,Completed
101715,1315,2024-11-16,Mobile App,Completed
101716,1138,2024-02-19,Web,Completed
101717,913,2025-07-22,Web,Completed
101718,854,2024-10-11,Web,Cancelled
101719,381,2023-11-28,Mobile App,Returned
101720,1047,2024-08-29,Marketplace,Completed
101721,71,2023-12-04,Web,Cancelled
101722,1200,2025-12-20,Mobile App,Completed
101723,1769,2025-08-01,Web,Completed
101724,377,2025-10-02,Web,Returned
101725,280,2023-04-26,Marketplace,Cancelled
101726,1297,2025-01-16,Web,Returned
101727,1118,2024-01-21,Web,Completed
101728,1528,2023-01-18,Web,Completed
101729,1257,2024-08-02,Web,Completed
101730,767,2023-06-04,Marketplace,Completed
101731,881,2023-06-16,Web,Completed
101732,597,2025-05-19,Web,Returned
101733,577,2025-12-08,Mobile App,Completed
101734,632,2025-12-14,Mobile App,Completed
101735,424,2023-09-11,Mobile App,Completed
101736,1164,2025-06-19,Marketplace,Completed
101737,1744,2024-09-13,Web,Completed
101738,111,2023-03-08,Web,Completed
101739,723,2023-12-18,Web,Completed
101740,1924,2024-07-08,Web,Completed
101741,750,2023-04-09,Web,Completed
101742,1019,2024-01-23,Mobile App,Completed
101743,1075,2025-09-22,Mobile App,Returned
101744,600,2023-10-10,Mobile App,Completed
101745,1809,2024-06-23,Mobile App,Completed
101746,985,2024-05-02,Mobile App,Completed
101747,1734,2024-10-31,Web,Returned
101748,593,2023-12-02,Mobile App,Completed
101749,234,2024-07-19,Mobile App,Returned
101750,1762,2023-04-21,Web,Completed
101751,1078,2024-06-23,Web,Cancelled
101752,671,2024-09-14,Web,Completed
101753,1273,2024-07-20,Web,Completed
101754,530,2023-10-29,Marketplace,Completed
101755,1020,2023-11-03,Web,Completed
101756,1670,2024-10-31,Mobile App,Completed
101757,897,2023-02-21,Web,Cancelled
101758,963,2023-05-29,Mobile App,Completed
101759,102,2024-02-28,Mobile App,Completed
101760,1024,2023-10-30,Web,Completed
101761,411,2024-11-13,Mobile App,Completed
101762,203,2023-05-24,Mobile App,Completed
101763,255,2024-08-31,Mobile App,Completed
101764,1310,2024-12-11,Mobile App,Completed
101765,383,2023-01-05,Marketplace,Cancelled
101766,1307,2024-12-05,Marketplace,Completed
101767,755,2024-07-10,Mobile App,Completed
101768,1202,2023-12-28,Web,Completed
101769,1457,2023-02-11,Mobile App,Completed
101770,129,2025-07-12,Mobile App,Completed
101771,192,2024-01-26,Mobile App,Completed
101772,1991,2024-07-08,Web,Completed
101773,115,2024-05-24,Mobile App,Completed
101774,715,2024-01-14,Mobile App,Completed
101775,1381,2024-12-13,Web,Completed
101776,212,2025-02-24,Web,Completed
101777,1510,2023-12-31,Mobile App,Completed
101778,1939,2025-09-14,Marketplace,Completed
101779,655,2024-06-11,Web,Completed
101780,303,2023-04-21,Web,Completed
101781,735,2023-05-10,Web,Completed
101782,1715,2023-05-06,Web,Completed
101783,279,2024-03-17,Marketplace,Completed
101784,1522,2023-06-07,Web,Completed
101785,1547,2024-08-01,Mobile App,Completed
101786,1070,2023-03-24,Web,Cancelled
101787,1582,2024-09-01,Web,Returned
101788,1717,2023-04-20,Marketplace,Completed
101789,309,2025-02-19,Mobile App,Completed
101790,175,2024-08-23,Mobile App,Returned
101791,80,2025-12-29,Mobile App,Completed
101792,260,2023-06-07,Marketplace,Completed
101793,918,2024-03-19,Mobile App,Completed
101794,459,2023-07-28,Mobile App,Returned
101795,1314,2023-04-13,Marketplace,Completed
101796,610,2025-01-29,Marketplace,Returned
101797,1986,2023-02-23,Mobile App,Completed
101798,1207,2023-11-02,Web,Completed
101799,384,2024-08-11,Web,Completed
101800,1868,2024-07-29,Web,Completed
101801,1227,2025-01-11,Mobile App,Completed
101802,590,2025-03-11,Mobile App,Completed
101803,896,2023-09-07,Mobile App,Cancelled
101804,1197,2025-07-13,Mobile App,Completed
101805,1859,2024-08-16,Marketplace,Completed
101806,662,2023-11-15,Web,Returned
101807,303,2025-06-09,Mobile App,Completed
101808,635,2024-07-14,Mobile App,Completed
101809,1423,2024-03-09,Mobile App,Completed
101810,1168,2025-10-25,Mobile App,Cancelled
101811,789,2023-07-14,Web,Completed
101812,1138,2024-07-18,Mobile App,Completed
101813,1164,2024-09-06,Mobile App,Completed
101814,1735,2024-03-09,Web,Completed
101815,253,2023-11-27,Mobile App,Completed
101816,5,2025-10-09,Web,Returned
101817,1677,2023-07-09,Mobile App,Completed
101818,687,2025-04-06,Mobile App,Completed
101819,438,2024-07-27,Web,Completed
101820,1104,2024-03-27,Web,Cancelled
101821,1718,2024-09-10,Web,Completed
101822,1858,2024-09-06,Marketplace,Completed
101823,555,2024-02-16,Web,Completed
101824,789,2025-05-20,Web,Cancelled
101825,1769,2025-12-05,Mobile App,Completed
101826,532,2023-02-24,Marketplace,Returned
101827,1886,2024-03-31,Web,Completed
101828,1704,2024-01-20,Mobile App,Completed
101829,1031,2025-11-03,Web,Completed
101830,1796,2025-10-23,Mobile App,Completed
101831,261,2024-05-07,Marketplace,Completed
101832,1335,2025-06-12,Web,Returned
101833,52,2024-07-23,Mobile App,Completed
101834,548,2023-07-24,Marketplace,Cancelled
101835,220,2024-03-31,Mobile App,Completed
101836,935,2024-07-20,Marketplace,Returned
101837,710,2024-10-20,Web,Completed
101838,891,2023-11-08,Web,Cancelled
101839,189,2025-09-16,Marketplace,Cancelled
101840,10,2023-05-17,Marketplace,Completed
101841,254,2024-08-04,Mobile App,Completed
101842,1987,2024-12-06,Mobile App,Completed
101843,5,2025-09-03,Marketplace,Returned
101844,1170,2024-02-13,Mobile App,Completed
101845,1617,2025-01-07,Mobile App,Completed
101846,1527,2024-12-23,Marketplace,Completed
101847,256,2024-07-30,Web,Completed
101848,1481,2023-11-22,Mobile App,Completed
101849,1386,2024-08-20,Mobile App,Completed
101850,1751,2024-10-14,Web,Cancelled
101851,785,2025-10-08,Mobile App,Returned
101852,1840,2024-02-24,Web,Completed
101853,1727,2024-01-05,Mobile App,Returned
101854,1085,2024-12-09,Web,Completed
101855,1069,2025-02-20,Mobile App,Returned
101856,96,2023-04-05,Web,Completed
101857,1872,2025-05-30,Web,Returned
101858,1237,2025-01-28,Mobile App,Completed
101859,709,2025-11-12,Mobile App,Completed
101860,1123,2025-06-19,Marketplace,Completed
101861,210,2024-07-12,Web,Completed
101862,1864,2025-11-10,Mobile App,Completed
101863,1946,2023-01-01,Mobile App,Cancelled
101864,1202,2024-12-29,Marketplace,Returned
101865,713,2025-05-10,Mobile App,Completed
101866,897,2025-04-28,Mobile App,Completed
101867,1699,2024-03-19,Mobile App,Returned
101868,1322,2024-01-04,Mobile App,Cancelled
101869,928,2024-03-21,Mobile App,Completed
101870,1182,2024-04-06,Marketplace,Completed
101871,157,2025-06-17,Web,Completed
101872,615,2024-11-20,Web,Completed
101873,82,2023-10-25,Web,Completed
101874,1206,2025-12-28,Mobile App,Completed
101875,490,2023-02-13,Web,Returned
101876,756,2024-06-28,Web,Completed
101877,258,2024-10-28,Mobile App,Completed
101878,1616,2023-07-17,Marketplace,Completed
101879,181,2024-02-09,Web,Completed
101880,969,2024-03-25,Mobile App,Completed
101881,1786,2024-08-22,Mobile App,Completed
101882,1179,2024-01-20,Web,Completed
101883,871,2023-01-07,Mobile App,Completed
101884,1101,2023-02-03,Mobile App,Cancelled
101885,171,2023-01-30,Marketplace,Completed
101886,409,2025-11-22,Mobile App,Completed
101887,124,2023-06-04,Web,Returned
101888,545,2025-06-21,Marketplace,Completed
101889,997,2024-10-14,Marketplace,Completed
101890,143,2024-05-20,Mobile App,Completed
101891,704,2023-07-29,Web,Completed
101892,560,2024-09-12,Mobile App,Completed
101893,1628,2024-10-31,Mobile App,Completed
101894,132,2025-06-20,Web,Completed
101895,1848,2025-08-10,Web,Completed
101896,1635,2024-08-11,Web,Completed
101897,1611,2025-08-01,Web,Completed
101898,292,2024-05-01,Mobile App,Completed
101899,415,2024-02-22,Mobile App,Completed
101900,568,2024-07-06,Web,Cancelled
101901,1641,2025-11-11,Mobile App,Returned
101902,1962,2025-08-19,Mobile App,Completed
101903,1495,2023-08-25,Web,Completed
101904,419,2023-01-18,Web,Completed
101905,314,2024-06-01,Web,Completed
101906,1689,2025-05-17,Web,Completed
101907,484,2024-05-17,Web,Completed
101908,436,2025-01-19,Marketplace,Returned
101909,1835,2025-12-04,Mobile App,Completed
101910,414,2025-04-04,Web,Cancelled
101911,1512,2024-02-09,Mobile App,Completed
101912,1868,2024-10-18,Mobile App,Returned
101913,539,2024-05-07,Marketplace,Completed
101914,914,2025-04-12,Web,Completed
101915,891,2025-02-19,Web,Cancelled
101916,1232,2025-01-31,Web,Completed
101917,803,2024-02-26,Mobile App,Completed
101918,1686,2024-04-28,Mobile App,Completed
101919,1299,2023-11-01,Web,Completed
101920,1845,2025-09-25,Web,Completed
101921,1986,2025-03-27,Web,Completed
101922,926,2023-03-05,Web,Completed
101923,1513,2024-10-10,Mobile App,Completed
101924,925,2025-08-10,Web,Completed
101925,574,2024-01-14,Marketplace,Completed
101926,187,2023-03-04,Web,Completed
101927,1032,2024-03-01,Marketplace,Cancelled
101928,997,2024-01-19,Marketplace,Cancelled
101929,1150,2024-09-01,Web,Completed
101930,191,2025-03-04,Web,Completed
101931,1665,2024-09-16,Web,Completed
101932,1932,2025-12-13,Marketplace,Completed
101933,945,2023-10-08,Web,Completed
101934,1311,2024-02-29,Web,Completed
101935,871,2024-04-08,Web,Completed
101936,616,2024-01-12,Web,Cancelled
101937,1554,2025-06-07,Mobile App,Completed
101938,1770,2025-03-13,Mobile App,Completed
101939,657,2024-06-19,Mobile App,Returned
101940,1449,2025-11-24,Web,Completed
101941,423,2023-03-12,Marketplace,Completed
101942,486,2023-01-24,Mobile App,Completed
101943,99,2024-05-07,Mobile App,Completed
101944,113,2024-01-04,Mobile App,Cancelled
101945,84,2025-08-13,Marketplace,Completed
101946,695,2024-04-30,Mobile App,Cancelled
101947,1323,2025-01-21,Web,Completed
101948,1176,2024-09-26,Web,Cancelled
101949,850,2024-11-15,Marketplace,Completed
101950,638,2025-08-07,Mobile App,Completed
101951,8,2023-06-22,Mobile App,Completed
101952,678,2023-09-12,Marketplace,Completed
101953,731,2024-12-23,Web,Completed
101954,630,2023-10-03,Web,Completed
101955,22,2025-07-29,Web,Returned
101956,1861,2025-11-18,Web,Completed
101957,1943,2024-01-08,Mobile App,Completed
101958,952,2023-04-15,Mobile App,Returned
101959,1376,2023-07-28,Mobile App,Completed
101960,1505,2023-11-26,Marketplace,Completed
101961,1390,2024-12-14,Mobile App,Completed
101962,1376,2025-01-07,Web,Completed
101963,1965,2024-09-17,Web,Cancelled
101964,1330,2025-04-07,Mobile App,Returned
101965,38,2024-11-13,Web,Completed
101966,830,2025-07-07,Marketplace,Completed
101967,234,2025-09-02,Web,Cancelled
101968,786,2024-08-11,Web,Completed
101969,1112,2023-02-03,Marketplace,Completed
101970,15,2024-10-23,Web,Completed
101971,877,2025-03-11,Marketplace,Cancelled
101972,478,2025-10-10,Web,Completed
101973,1030,2023-04-28,Web,Completed
101974,403,2023-09-26,Web,Completed
101975,1009,2023-05-04,Web,Completed
101976,1524,2025-02-07,Mobile App,Completed
101977,1449,2024-03-30,Web,Completed
101978,263,2023-08-28,Mobile App,Completed
101979,427,2024-11-19,Web,Completed
101980,1108,2025-02-16,Marketplace,Completed
101981,761,2023-11-17,Web,Completed
101982,806,2023-11-07,Mobile App,Returned
101983,1246,2024-01-03,Mobile App,Completed
101984,428,2025-12-21,Mobile App,Returned
101985,1063,2023-08-27,Mobile App,Completed
101986,640,2025-06-13,Mobile App,Completed
101987,986,2024-01-11,Web,Cancelled
101988,767,2023-02-07,Marketplace,Completed
101989,1787,2025-07-27,Mobile App,Completed
101990,1304,2024-01-22,Mobile App,Returned
101991,676,2023-07-07,Mobile App,Cancelled
101992,146,2025-01-25,Web,Completed
101993,789,2025-06-24,Mobile App,Completed
101994,1749,2025-06-02,Web,Returned
101995,668,2025-04-09,Web,Completed
101996,984,2025-10-14,Web,Completed
101997,1992,2025-05-27,Web,Completed
101998,627,2024-11-14,Mobile App,Cancelled
101999,797,2024-01-09,Web,Completed
102000,279,2023-12-11,Web,Completed
102001,1565,2024-01-25,Web,Completed
102002,1866,2024-05-09,Web,Completed
102003,415,2024-10-26,Web,Completed
102004,92,2024-09-12,Web,Completed
102005,1840,2025-12-10,Web,Completed
102006,614,2025-01-30,Mobile App,Returned
102007,742,2025-07-18,Marketplace,Completed
102008,1136,2024-02-03,Web,Completed
